Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL,language
0,"SW Song, DH Chung",Explication and Rational Conceptualization of Metaverse,2021.0,Informatization Policy,koreascience.or.kr,https://www.koreascience.or.kr/article/JAKO202128557473161.page,,142,2022-02-14 11:32:39,,,,,,,,,0,0.0,0,2,1.0,… the metaverse and attempts to provide a refined definition for this phenomenon. Metaverse … definition of metaverse is yet to be determined. Since Neal Stephenson first coined the term …,https://www.koreascience.or.kr/article/JAKO202128557473161.pdf,"https://scholar.google.com/scholar?q=related:841YxDQB-QIJ:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",english
2,"D Hassouneh, M Brengman",Metaverse Retailing: Are SVW Users Ready to Buy Real Products from Virtual World Stores?,2015.0,12th International IADIS …,researchportal.vub.be,https://researchportal.vub.be/en/publications/metaverse-retailing-are-svw-users-ready-to-buy-real-products-from,"https://scholar.google.com/scholar?cites=7993263264593483005&as_sdt=2005&sciodt=0,5&hl=en",143,2022-02-14 11:32:39,,,,,,,,,2,0.29,1,2,7.0,"Social virtual world users are spending millions of real money on virtual products and services, but are they willing to spend money on real products in-world? This study investigates the …",,"https://scholar.google.com/scholar?q=related:_RRGypbG7W4J:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",english
1,M Damar,Metaverse Shape of Your Life for Future: A bibliometric snapshot,2021.0,Journal of Metaverse,dergipark.org.tr,https://dergipark.org.tr/en/pub/jmv/issue/67581/1051371,"https://scholar.google.com/scholar?cites=9926011665629754880&as_sdt=2005&sciodt=0,5&hl=en",144,2022-02-14 11:32:39,,,,,,,,,1,1.0,1,1,1.0,"… to the Metaverse. This study presents a bibliometric evaluation of metaverse technology, … A field study is carried out especially for the metaverse, which is a new and trendy subject. …",https://dergipark.org.tr/en/download/article-file/2167665,"https://scholar.google.com/scholar?q=related:ALY-BgVHwIkJ:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",english
3,N Vita-More,Epoch of plasticity: The metaverse as a vehicle for cognitive enhancement,2010.0,Metaverse Creativity (new title: Virtual Creativity),ingentaconnect.com,https://www.ingentaconnect.com/content/intellect/mecr/2010/00000001/00000001/art00006,"https://scholar.google.com/scholar?cites=6617855969499768621&as_sdt=2005&sciodt=0,5&hl=en",145,2022-02-14 11:32:39,,,,,,,,,3,0.25,3,1,12.0,"… remote brain integration with the metaverse but this is not … a metabrain integration with the metaverse is vastly expensive; … the brain with the net or metaverse. Further, while a person …",https://www.academia.edu/download/73605137/8be2b6cab162b0c2257f080d44bffd7a7cae.pdf,"https://scholar.google.com/scholar?q=related:LWe7_PBY11sJ:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",english
1,"D Chen, R Zhang",Exploring Research Trends of Emerging Technologies in Health Metaverse: A Bibliometric Analysis,2022.0,Available at SSRN 3998068,papers.ssrn.com,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3998068,"https://scholar.google.com/scholar?cites=9597572672024807997&as_sdt=2005&sciodt=0,5&hl=en",146,2022-02-14 11:32:39,,,,,,,,,1,1.0,1,2,1.0,… in the Metaverse. This study leverages a bibliometric analysis of over 34 thousand Metaverse-related publications in 22 years to propose a novel concept called Health Metaverse. We …,,"https://scholar.google.com/scholar?q=related:PQoJvn5tMYUJ:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",azerbaijani
0,LV Kiong,"Metaverse Made Easy: A Beginner's Guide to the Metaverse: Everything you need to know about Metaverse, NFT and GameFi",2022.0,,books.google.com,https://books.google.com/books?hl=en&lr=&id=AGRYEAAAQBAJ&oi=fnd&pg=PA4&dq=metaverse&ots=58S2FSljqV&sig=PKfNUVx53ZpSsrlHkBjnL0MZ8Cw,,147,2022-02-14 11:32:39,BOOK,,,,,,,,0,0.0,0,1,1.0,"… greatly from Metaverse. As Metaverse is evolving fast, I have written this book to help you gain a better understanding of the metaverse as well as how to invest in metaverse projects to …",,"https://scholar.google.com/scholar?q=related:8xFjMGUFOr0J:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",english
3,R Leenes,Privacy in the Metaverse,2007.0,IFIP International Summer School on the Future of …,Springer,https://link.springer.com/chapter/10.1007/978-0-387-79026-8_7,"https://scholar.google.com/scholar?cites=7839806510932633924&as_sdt=2005&sciodt=0,5&hl=en",148,2022-02-14 11:32:39,,10.1007/978-0-387-79026-8_7,,,,,,,3,0.2,3,1,15.0,"… Crash), have found distraction in the Metaverse. The Metaverse is a computer generated 3D … known as Second Life (SL) on the Metaverse\ but also because of the model of governance …",https://link.springer.com/content/pdf/10.1007/978-0-387-79026-8_7.pdf,"https://scholar.google.com/scholar?q=related:RCnvD3yWzGwJ:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",english
2,"E Ko, J Jang",The Virtual Device Managing Module of the Metaverse Assisted Living Support System,2014.0,Proceedings of the International Conference on …,world-comp.org,http://world-comp.org/preproc2014/MSV7083.pdf,"https://scholar.google.com/scholar?cites=5549372456636717398&as_sdt=2005&sciodt=0,5&hl=en",149,2022-02-14 11:32:39,PDF,,,,,,,,2,0.25,1,2,8.0,… metaverse server which simulates the real world and creates new cyber space. Using metaverse … This paper presents the Metaverse Assisted Living Support System (MALSS) to support …,http://world-comp.org/preproc2014/MSV7083.pdf,"https://scholar.google.com/scholar?q=related:Vhkr9NhUA00J:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",english
3,"M De Zwart, D Lindsay",Governance and the global metaverse,2009.0,,brill.com,https://brill.com/view/book/edcoll/9781848880122/BP000018.xml,"https://scholar.google.com/scholar?cites=9572593109901373218&as_sdt=2005&sciodt=0,5&hl=en",150,2022-02-14 11:32:39,BOOK,,,,,,,,3,0.23,2,2,13.0,"The governance of emerging global communities such as MMORPGs, virtual worlds and social networking sites, raises fundamental issues concerning the legitimacy of rule-making, …",,"https://scholar.google.com/scholar?q=related:Iu8FN7eu2IQJ:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",english
4,M Maier,Can a metaverse have inflation?,2003.0,Business 2.0,elibrary.ru,https://elibrary.ru/item.asp?id=6404300,"https://scholar.google.com/scholar?cites=2781939488538895899&as_sdt=2005&sciodt=0,5&hl=en",151,2022-02-14 11:32:39,,,,,,,,,4,0.21,4,1,19.0,Tom Melcher wanted users of There to be able to trade virtual good and services among themselves. He wanted a real economy because he thinks of There as a real world. Melcher …,,"https://scholar.google.com/scholar?q=related:Gyb-uDlvmyYJ:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",english
3,SK Hadjistassou,Culturally afforded tensions in the second life metaverse: From sustainability initiatives in Europe to sustainability practices in the United States,2016.0,International Journal of Web-Based Learning and …,igi-global.com,https://www.igi-global.com/article/culturally-afforded-tensions-in-the-second-life-metaverse/151605,"https://scholar.google.com/scholar?cites=1373555444820176775&as_sdt=2005&sciodt=0,5&hl=en",152,2022-02-14 11:32:39,,,,,,,,,3,0.5,3,1,6.0,This study investigated the culturally contingent tensions afforded by the implementation of Second Life in transatlantic communications among 13 college-level students at a …,https://www.academia.edu/download/57241135/CulturallyAffordedTensionsintheSecondLifeMetaverse2016.pdf,"https://scholar.google.com/scholar?q=related:h2_PT2bZDxMJ:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",english
3,"D Power, R Teigland",Postcards from the Metaverse: An Introduction to the Immersive Internet,2013.0,The Immersive Internet,Springer,https://link.springer.com/chapter/10.1057/9781137283023_1,"https://scholar.google.com/scholar?cites=2455110739271563127&as_sdt=2005&sciodt=0,5&hl=en",153,2022-02-14 11:32:39,,10.1057/9781137283023_1,,,,,,,3,0.33,2,2,9.0,The internet is by now a stable foundation underpinning many aspects of daily life in the developed world. It has evolved to become central to the ways in which we experience others …,https://www.researchgate.net/profile/Dominic-Power-2/publication/274888311_chapter_1_power_and_teigland/data/552b77460cf2e089a3aa336e/chapter-1-power-and-teigland-preproof-final.pdf,"https://scholar.google.com/scholar?q=related:dzeHqjVOEiIJ:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",english
3,F Müller,"Remembering in the metaverse: preservation, evaluation, and perception",2012.0,,edoc.unibas.ch,https://edoc.unibas.ch/16452/1/diss_mueller_pdfa_final.pdf,"https://scholar.google.com/scholar?cites=6620682019004689331&as_sdt=2005&sciodt=0,5&hl=en",154,2022-02-14 11:32:39,PDF,,,,,,,,3,0.3,3,1,10.0,"… We find this in the concept of the metaverse. The term metaverse was popularized in the … In his book, he imagines a future world in which the Internet has evolved into the metaverse, a …",https://edoc.unibas.ch/16452/1/diss_mueller_pdfa_final.pdf,"https://scholar.google.com/scholar?q=related:syuX6Tdj4VsJ:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",english
0,C Hyun-Jae,Metaverse and changes in oral health,2021.0,Journal of Korean Academy of Oral Health,synapse.koreamed.org,https://synapse.koreamed.org/articles/1148657,,155,2022-02-14 11:32:39,HTML,,,,,,,,0,0.0,0,1,1.0,"… of metaverse, where we can not only communicate with people (other users of the metaverse) but … held a summer academic conference on a metaverse platform called Gether Town. …",https://synapse.koreamed.org/articles/1148657,,english
0,"F Schroeder, C Guedes, L Kuzmenko",… 2020. 9-13 Sept 2020.-----Metaverse Site: https://sound-campus. itch. io/metaverse-----Ars Electronica Site: https://ars. electronica. art/keplersgardens/en/metaverse …,2020.0,,pure.qub.ac.uk,https://pure.qub.ac.uk/en/publications/mirage-a-virtual-environment-for-ars-electronicas-metaverse-2020-,,156,2022-02-14 11:32:39,,,,,,,,,0,0.0,0,3,2.0,"Several physically distant recorded performances between saxophonist Franziska Schroeder, composers Carlos Guedes and Leonid Kuzmenko led to the composition and design of …",,,danish
0,"V Nakavachara, K Saengchote",Is Metaverse LAND a good investment? It depends on your unit of account!,2022.0,arXiv preprint arXiv:2202.03081,arxiv.org,https://arxiv.org/abs/2202.03081,,157,2022-02-14 11:32:39,,,,,,,,,0,0.0,0,2,1.0,"The Sandbox metaverse LAND non-fungible token (NFT) prices increased by than 300 times (in USD) between December 2019 and January 2022, but when measured in its native …",https://arxiv.org/pdf/2202.03081,,english
0,J Garon,Legal Implications of a Ubiquitous Metaverse and a Web3 Future,2022.0,Available at SSRN 4002551,papers.ssrn.com,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4002551,,158,2022-02-14 11:32:39,,,,,,,,,0,0.0,0,1,1.0,… at the heart of the metaverse movement. Web3 itself is a … metaverse: the regulatory environment; the transactional essentials; and the limits on governmental intrusion into the …,,"https://scholar.google.com/scholar?q=related:4ysMWfhTpdUJ:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",english
0,"C Liangcai, H Zehao, L Kexuan, S Xiaomeng",Progress and challenges in dynamic holographic 3D display for the metaverse,2022.0,红外与激光工程,irla.cn,http://www.irla.cn/en/zcustom/category/Optical%20imaging,,159,2022-02-14 11:32:39,HTML,,,,,,,,0,0.0,0,4,1.0,"Compared to 2D display, 3D display presents information with more realistic visual perceptions. It is a vital technology in the fields of 5G, metaverse, big data and internet of things. 3D …",http://www.irla.cn/en/zcustom/category/Optical%20imaging,,english
0,"S Park, YJ Kang",A Study on the intentions of early users of metaverse platforms using the Technology Acceptance Model,2021.0,Journal of Digital Convergence,koreascience.or.kr,https://www.koreascience.or.kr/article/JAKO202131249959004.page,,160,2022-02-14 11:32:39,,,,,,,,,0,0.0,0,2,1.0,"… of technology acceptance of the metaverse, a virtual world-… affecting the use of the metaverse platforms and to analyze the … toward metaverse. Lastly, favorable attitudes toward the …",https://www.koreascience.or.kr/article/JAKO202131249959004.pdf,"https://scholar.google.com/scholar?q=related:SwW4SF_fo1wJ:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",english
3,"AV Salmasi, L Gillam",Machine ethics for gambling in the metaverse: an “EthiCasino”,2009.0,Journal For Virtual Worlds Research,jvwr-ojs-utexas.tdl.org,https://jvwr-ojs-utexas.tdl.org/jvwr/index.php/jvwr/article/view/653,"https://scholar.google.com/scholar?cites=3998702569131918900&as_sdt=2005&sciodt=0,5&hl=en",161,2022-02-14 11:32:39,,,,,,,,,3,0.23,2,2,13.0,"Abstract—Online gambling produces a substantial turnover. Unfortunately for potential virtual world gamblers and gambling organizations alike, US law had forced the closure of …",https://jvwr-ojs-utexas.tdl.org/jvwr/index.php/jvwr/article/viewFile/653/513,"https://scholar.google.com/scholar?q=related:NMaM88w-fjcJ:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",english
2,M Zuckerberg,Connect 2021 Keynoate: Our Vision for the Metaverse,2021.0,Facebook,epublications.marquette.edu,https://epublications.marquette.edu/zuckerberg_files_transcripts/1460/,"https://scholar.google.com/scholar?cites=6246952559674343989&as_sdt=2005&sciodt=0,5&hl=en",162,2022-02-14 11:32:39,CITATION,,,,,,,,2,2.0,2,1,1.0,"""Connect 2021 Keynoate: Our Vision for the Metaverse"" by Mark Zuckerberg … Connect 2021 Keynoate: Our Vision for the Metaverse … Zuckerberg, Mark, ""Connect 2021 Keynoate …",,"https://scholar.google.com/scholar?q=related:NUIbWEGisVYJ:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",english
0,HCS Han,From Visual Culture in the Immersive Metaverse to Visual Cognition in Education,2020.0,Cognitive and Affective Perspectives on Immersive …,igi-global.com,https://www.igi-global.com/chapter/from-visual-culture-in-the-immersive-metaverse-to-visual-cognition-in-education/253689,,163,2022-02-14 11:32:39,,,,,,,,,0,0.0,0,1,2.0,"… the immersive metaverse through the … metaverse, the images are to be questioned. Further, as educators, how we should help our students navigate the visual culture in the metaverse …",,"https://scholar.google.com/scholar?q=related:EcQ9Sq6SK1EJ:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",english
0,"LH Lee, T Braud, P Zhou, L Wang, D Xu, Z Lin…",The Hitchhiker's Guide to the Metaverse,2021.0,,helda.helsinki.fi,https://helda.helsinki.fi/bitstream/handle/10138/336978/TheHitchhikersGuidetotheMetaverse_SyMLab.pdf?sequence=1,,164,2022-02-14 11:32:39,PDF,,,,,,,,0,0.0,0,7,1.0,"Obviously, technologies serve as the catalyst to drive such transitions. Nowadays, the research community is still on the way to exploring the metaverse development. Ideally, new …",https://helda.helsinki.fi/bitstream/handle/10138/336978/TheHitchhikersGuidetotheMetaverse_SyMLab.pdf?sequence=1,,english
2,"Y Ando, R Thawonmas…",Inference of Viewed Exhibits in a Metaverse Museum,2013.0,… Conference on Culture …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/6680387/,"https://scholar.google.com/scholar?cites=11128608103340661952&as_sdt=2005&sciodt=0,5&hl=en",165,2022-02-14 11:32:39,,,,,,,,,2,0.22,1,3,9.0,This paper presents how to infer viewed exhibits in a metaverse museum from a visitor's movement log. This task consists of movement-state detection and viewed-exhibit inference. For …,http://www.ice.ci.ritsumei.ac.jp/~ruck/PAP/cc13.pdf,"https://scholar.google.com/scholar?q=related:wFwnrBvCcJoJ:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",azerbaijani
0,E Dick,Public Policy for the Metaverse: Key Takeaways from the 2021 AR/VR Policy Conference,2021.0,,itif.org,https://itif.org/publications/2021/11/15/public-policy-metaverse-key-takeaways-2021-arvr-policy-conference,,166,2022-02-14 11:32:39,HTML,,,,,,,,0,0.0,0,1,1.0,AR/VR technologies have transformative potential in everything from entertainment and communication to workforce development and education. But they also raise unique …,https://itif.org/publications/2021/11/15/public-policy-metaverse-key-takeaways-2021-arvr-policy-conference,,english
